employee_id,full_name,department,job_title,hire_date,termination_date,salary,age,gender,performance_score
816,Lilia Macías Vallejo,Atención al Cliente,Responsable de Atención al Cliente,2024-12-12,2025-08-09,35858,27,M,2.3
817,Ileana Quesada Blanca,Finanzas,Responsable Financiero,2026-02-17,,48481,44,M,3.6
818,Lupita de Lobato,Operaciones,Técnico de Operaciones,2023-07-21,,24974,58,F,3.1
819,Fabián Bermúdez Vidal,Operaciones,Coordinador de Operaciones,2023-11-03,2025-01-26,31225,26,M,3.1
820,Sancho Cortés,Operaciones,Técnico de Operaciones,2025-07-03,,23814,38,M,3.4
821,Eugenia del Batalla,Tecnología,Desarrollador Senior,2024-02-28,,40876,37,M,3.4
822,Paco Isaías Gómez Barco,RRHH,Especialista de RRHH,2024-10-27,,29431,59,F,4.3
823,Armando del Carmona,Atención al Cliente,Agente Senior,2021-05-19,,25396,36,F,2.9
824,María José Ballesteros Mendoza,Finanzas,Analista Senior,2026-05-11,,35205,56,F,4.4
825,Benito Alberola Cervantes,Tecnología,Desarrollador Senior,2022-05-24,,35440,47,M,5.0
826,Ceferino Valderrama Oliver,Ventas,Comercial Junior,2023-09-03,,25380,35,M,3.6
827,Lorena Jove,Operaciones,Responsable de Operaciones,2024-10-31,,40908,34,M,3.6
828,Gilberto Castañeda Leiva,Finanzas,Analista Financiero,2025-02-15,,28521,38,F,3.9
829,Rogelio Andreu Naranjo,Operaciones,Técnico de Operaciones,2025-09-09,,23963,31,F,3.5
830,Elena Zabaleta Bartolomé,Ventas,Comercial Junior,2024-10-16,,24335,53,F,3.3
831,Pelayo Benítez-Valderrama,Finanzas,Responsable Financiero,2026-05-16,,50267,52,M,3.3
832,Lina Palomino Baquero,Tecnología,Desarrollador Senior,2026-01-14,,40672,58,M,5.0
833,Tecla Diaz Pedro,Atención al Cliente,Responsable de Atención al Cliente,2022-07-28,,36256,58,F,4.8
834,Edu Calderon Carlos,Ventas,Comercial Senior,2023-09-07,,31678,24,M,4.1
835,Raimundo de Arregui,Atención al Cliente,Responsable de Atención al Cliente,2025-05-09,,34704,29,M,2.4
836,Donato Arteaga Suarez,Operaciones,Técnico de Operaciones,2021-01-25,,22977,46,F,4.0
837,Fátima Conesa Escamilla,Operaciones,Responsable de Operaciones,2025-11-01,,42588,57,M,3.8
838,Leonel Rius Gomez,Operaciones,Coordinador de Operaciones,2026-05-18,,31345,45,F,3.8
839,Diana Rico Montero,Atención al Cliente,Agente de Soporte,2023-05-09,,20572,45,M,3.7
840,Seve Bermejo-Peralta,Marketing,Marketing Senior,2023-07-13,,33433,30,F,3.9
841,José Badía Escobar,Finanzas,Responsable Financiero,2022-07-07,,50377,57,M,3.9
842,Samu de Quero,Marketing,Especialista de Marketing,2021-10-26,,25792,31,M,4.1
843,Valentín Sola Lumbreras,Finanzas,Analista Financiero,2023-05-14,,27973,55,M,2.8
844,Fernando Armando Saura Aguiló,Finanzas,Analista Senior,2022-05-29,,35782,58,F,2.9
845,Chus Manzanares Mateu,Atención al Cliente,Responsable de Atención al Cliente,2021-12-01,2022-06-29,35807,38,M,3.5
846,Daniela Jordana Pedrosa Uriarte,Marketing,Especialista de Marketing,2023-07-11,,25387,38,M,3.4
847,Quique Higueras,Operaciones,Responsable de Operaciones,2026-03-24,,42014,44,F,3.1
848,Abraham Redondo Alvarez,Atención al Cliente,Agente Senior,2025-11-12,,25853,60,F,4.4
849,Kike del Agustí,Atención al Cliente,Responsable de Atención al Cliente,2024-08-22,,36004,40,M,3.3
850,Abigaíl Peñalver Meléndez,Operaciones,Responsable de Operaciones,2023-09-26,,41137,50,F,3.3
